imdbId,tvdbId,tmdbId
tt0033801,95724,438360
tt0080520,6056,13612
tt0034446,59969,137352
tt0045513,52290,54792
tt0044335,111257,318591
tt1613040,119671,55283
tt0272069,82342,43081
tt0089275,117740,56335
tt1519466,162893,136707
tt0235553,40681,57351
tt0030409,,134636
tt0192515,,862128
tt0102788,55287,89308
tt1298594,21525,54700
tt0022424,226454,476115
tt0034007,,486689
tt1675197,58932,43083
tt0421603,107660,5443
tt1136609,77899,8925
tt0164984,20142,54272
tt0085866,195334,415281
tt8993888,,885011
tt3429340,166439,436520
tt0155969,98001,437878
tt0138317,90588,56126
tt3514016,87227,328317
tt0078960,49497,46578
tt3886444,95519,323030
tt0200987,143553,437951
tt0039760,228672,317072
tt4062270,171851,480734
tt2963344,,319986
tt4899370,3336,424488
tt5998104,155639,422603
tt5873990,304328,587390
tt5637418,48992,416630
tt4045732,79243,417268
tt6417204,158280,435410
tt4553326,,1358975
tt0288315,,137052
tt0071555,84560,54084
tt2034060,345507,89902
tt7293844,293622,487806
tt8979990,324987,544371
tt5748998,156014,414866
tt7319312,14678,551779
tt9046564,22777,553646
tt6107102,165164,417431
tt0063372,231037,438028
tt0031758,,869225
tt13845652,343061,901251
tt15057094,343425,904740
tt0800175,65213,13494
tt1559325,211542,41840
tt1403854,104500,58901
tt27659991,363644,1393296
tt0869039,212276,48447
tt14727330,,866615
tt11569932,,882326
tt0418279,14648,1858
tt0475276,6372,9829
tt0034398,6993,13666
tt1360795,14618,18384
tt0112792,4003,9909
tt0120841,2565,10216
tt0063231,37002,18686
tt0037871,43018,101772
tt0120764,6961,9849
tt0131704,2791,17711
tt0350193,9752,1418
tt0042702,43167,101653
tt0133952,5167,9882
tt0045529,47960,185555
tt0283957,7755,18457
tt1078588,5380,10024
tt0133412,16129,18621
tt0456630,21073,14217
tt0388419,3544,13673
tt1149405,40852,22319
tt0242252,16450,19076
tt0354594,,138313
tt0475944,8084,9954
tt0039420,10895,22292
tt1083456,3650,17927
tt1334556,,101376
tt1151928,19157,18291
tt0318283,6547,17813
tt0027660,156558,137608
tt0035153,38278,43780
tt0828393,29966,14196
tt0377610,155525,44086
tt1330607,28277,18232
tt0881200,22845,14044
tt0845965,108422,140720
tt0350774,15072,21838
tt0036926,56254,218105
tt0197646,100916,140938
tt0448245,18293,13739
tt1189008,59255,17772
tt0430918,94910,18211
tt0024984,,182057
tt0877522,12919,21943
tt0035127,,176599
tt1371574,81276,43908
tt0006266,,1378360
tt3175326,,1422042
tt2209180,103655,139559
tt0283952,27811,17584
tt0461472,81423,136305
tt0265232,64381,21842
tt0266407,215755,101599
tt0843850,71694,13983
tt0431074,35408,18611
tt0049298,205286,2214
tt0231817,,992905
tt0013573,,175579
tt0782084,265162,443233
tt0070787,54672,22058
tt0061085,28414,43995
tt0492459,,18066
tt0049944,82733,44545
tt1228933,12355,17618
tt0258066,219972,184158
tt2361567,115729,139671
tt2561700,206266,222422
tt0026455,37723,185962
tt0126555,222630,218963
tt2040512,98670,182839
tt2096672,996,100042
tt0039573,124815,217700
tt2231630,43196,218993
tt0007967,,1378313
tt1841514,,1001820
tt1876330,72511,138977
tt0242285,127136,100122
tt0995060,46094,18216
tt2181989,168855,182986
tt1535102,330722,141274
tt0017538,,1389271
tt0029229,219702,178870
tt2273471,159271,140479
tt2332881,161817,140668
tt6063682,,1001847
tt6413410,16159,435601
tt0359344,,1420741
tt2063704,83407,185735
tt14235996,,1007837
tt14878082,,993301
tt12390508,351607,1000548
tt8971440,,1008523
tt22743064,349983,1001241
tt17278158,,1022362
tt21328106,350568,1022964
tt0169257,48160,220695
tt2944140,344067,440413
tt5573120,118894,437397
tt34442678,368282,1388451
tt38267923,369576,1365884
tt0384642,4762,9981
tt0356618,2643,10145
tt0303326,148079,35935
tt0343135,1705,5966
tt0475760,,52589
tt0108333,3959,10057
tt0013750,145154,53801
tt0098625,7313,5971
tt0401248,43547,6414
tt0096486,15787,10001
tt0070592,58048,61278
tt0032273,24975,55604
tt0067500,37120,37601
tt0064611,67511,74197
tt0078444,21629,38731
tt0208655,110673,78559
tt0096259,32009,52770
tt0170801,52085,29145
tt1176416,30016,52034
tt1781896,4105,78049
tt0058294,32200,60437
tt0495138,107532,101021
tt0051759,69050,77794
tt0204322,65073,39193
tt0029715,93396,288667
tt0093234,213907,64438
tt0093295,33077,53028
tt0063765,75414,64428
tt0169939,250204,372970
tt1092411,212739,52050
tt1548603,29239,52043
tt1634334,54951,54155
tt0892425,42011,53196
tt0116284,46839,28788
tt0174255,30723,38512
tt0360163,257460,646840
tt4258424,203877,524200
tt0127518,154027,77071
tt0082632,49718,65675
tt0246002,76321,38803
tt0129279,33102,65148
tt0257215,163380,38960
tt0067055,34362,28681
tt8660466,,360868
tt1777612,34346,54094
tt0029588,62452,76464
tt1603808,36876,38762
tt1695793,198198,64661
tt1784538,20918,77801
tt1706687,115229,101270
tt0427793,359314,39019
tt0928154,43492,52444
tt0359024,52462,73942
tt0053944,85899,35663
tt1665011,272045,286740
tt1039647,28352,36443
tt0086461,42330,38556
tt0207839,99779,287779
tt0094262,63751,28851
tt0794399,150077,36416
tt0139361,31038,100988
tt0133081,236538,658660
tt1992114,73827,526130
tt0007405,185922,529687
tt0918561,58078,52389
tt0139822,237219,290268
tt0191608,176908,65705
tt3893834,68860,290843
tt1493070,59605,52870
tt4607976,,340067
tt0030738,227524,386476
tt2234269,120245,64163
tt3533254,137076,355571
tt0021306,226310,529548
tt0267384,77714,74491
tt4600312,149898,341669
tt0046957,206592,287135
tt0166486,239424,289145
tt0046032,245832,337932
tt0025975,226888,291088
tt0129814,236247,540537
tt8461224,63112,531499
tt0450160,262422,521579
tt4659808,183220,363704
tt1320257,116043,74793
tt0080559,81263,65288
tt9461680,54540,522637
tt0470087,194974,6536
tt0219178,166623,364648
tt15460742,344852,999125
tt1010409,88563,65414
tt9049058,354436,1000569
tt24797140,346454,1001377
tt0104766,78891,29096
tt0499318,179996,539449
tt31181836,,1007364
tt3204178,122174,76799
tt21818162,363705,1013301
tt0861769,103257,39114
tt32890051,374084,1012618
tt0056937,4613,8095
tt0071880,42610,61212
tt0054809,49687,60991
tt1692486,5750,72113
tt0055205,12239,750
tt0096926,20564,45225
tt0244585,73337,60730
tt0105682,16219,48150
tt1420771,40704,30305
tt0151495,106663,69569
tt0101463,68980,45437
tt0099768,14158,47869
tt0078853,77723,80330
tt0046954,54629,4544
tt0056966,37738,80557
tt0052864,59424,66869
tt0092042,18744,29584
tt0150430,78950,76702
tt0042649,40302,79015
tt0034477,,66017
tt0065967,83698,75993
tt0199390,214004,66439
tt0054941,199411,66814
tt0485922,24008,69554
tt0043678,66460,69592
tt0110458,117872,79636
tt0081552,161625,61644
tt0481320,212069,46712
tt1680075,97321,78800
tt0174061,97282,69829
tt0377935,46476,29436
tt1320228,209223,78946
tt1783298,78740,65725
tt0038346,80595,61436
tt0439464,261861,463316
tt0317214,187001,66428
tt0111760,83914,69046
tt1299370,73953,75677
tt0823451,83685,46383
tt0319351,,66383
tt0896811,120567,70166
tt0936475,168934,68974
tt0069056,106038,80482
tt0107435,76975,80133
tt0184838,172655,468893
tt0113783,125439,38088
tt1077089,59767,46361
tt1519663,28241,66945
tt5775164,148287,691609
tt0075620,34780,29342
tt0325234,211871,45161
tt0014080,224993,618802
tt0048611,55156,75795
tt1045898,107349,66224
tt0097406,76832,76206
tt0847154,52153,37993
tt0306522,109020,45217
tt0395616,52349,61861
tt0124336,,46144
tt0048246,172922,658935
tt0021634,49844,76995
tt0068903,42047,46898
tt0093563,49372,29603
tt0400868,154356,61267
tt1576430,,791628
tt1999910,47151,69402
tt0479760,12155,37924
tt0087043,126171,75294
tt1288644,123339,46405
tt0373906,79773,45420
tt2571776,,690737
tt1757806,45849,75956
tt3056858,42842,293264
tt0014583,205149,451868
tt3838992,10557,290825
tt0083021,39770,66788
tt0028501,53991,297152
tt0115945,121459,378951
tt5115024,9652,383869
tt0093098,164874,292201
tt1326169,272535,293290
tt0811007,124182,78950
tt6095994,78472,464222
tt6977446,328502,461829
tt7695522,21186,461464
tt1871038,,45857
tt8577760,,691390
tt11760270,,693560
tt4185566,75095,381032
tt0101338,214010,66558
tt1063685,,293849
tt0136286,236847,296825
tt0087191,207632,4654
tt0093033,162101,291650
tt0093243,,752733
tt2926924,98030,457910
tt5591278,298035,526806
tt0180488,,75214
tt0096257,8346,14285
tt0187696,11969,1698
tt0404777,12197,13970
tt0993778,38898,14234
tt0046461,35946,67446
tt0050182,77199,68594
tt0383028,3694,4960
tt0449999,12188,14395
tt0237572,7494,5955
tt0087432,29985,16852
tt0096372,62091,6176
tt0031883,47909,180799
tt0304809,176946,62298
tt0890888,15157,1419
tt0024963,64214,50079
tt0076809,36052,49158
tt0083885,61539,65300
tt0118001,16001,46029
tt0048543,35625,44256
tt0831280,29458,68174
tt0031345,55030,64423
tt0104003,195876,59729
tt0118685,74682,59976
tt0084898,151191,181083
tt0433020,49539,49715
tt0086557,111458,181456
tt1227797,,44720
tt0072062,15760,64641
tt0053349,82351,177474
tt1692214,21636,65647
tt0091601,45036,143889
tt0109428,78988,45815
tt0446707,26934,14649
tt0464071,32167,69635
tt0116930,39714,65046
tt0226430,78164,68206
tt0122016,75396,61937
tt0158852,217819,143531
tt0382443,20264,66121
tt0155329,114450,66406
tt0956299,71971,62374
tt0008161,100975,174724
tt0041916,29338,167884
tt0118301,11410,14557
tt2324730,16273,175806
tt1537025,219159,170199
tt0478154,20951,17142
tt0029220,,597700
tt0945553,151707,617764
tt0165846,116992,67296
tt0081073,41256,141824
tt0455612,3881,16781
tt1029342,,44153
tt0204350,43478,44895
tt0408126,55024,63646
tt0256375,213755,61143
tt0308875,,50585
tt1087474,23619,45009
tt0352885,,1726983
tt2387559,2997,146239
tt0970529,24290,17303
tt0411665,321563,177387
tt0025940,,181164
tt1092002,77368,16803
tt1130964,54997,59728
tt0215092,217997,147499
tt0020683,72244,166649
tt0075367,,172014
tt0250982,212486,49985
tt1815857,308657,624159
tt0042334,53234,169846
tt0048351,50545,170422
tt0254149,248950,504032
tt0068206,38160,64528
tt2412550,,170364
tt0201489,205241,62970
tt0164071,202988,147782
tt1692193,75114,60085
tt0083164,,506368
tt6387472,138806,440028
tt5226512,10661,459950
tt7296234,194886,493822
tt6820256,3206,453755
tt6170506,18317,454650
tt3265406,285017,438519
tt7525778,1895,503619
tt0161625,,165444
tt0102056,41733,170806
tt2993848,8982,490214
tt10488782,149676,610044
tt10132048,,605196
tt11788956,203024,682376
tt11470064,290066,646696
tt0369946,,692582
tt12026598,146595,686092
tt0102916,58028,108364
tt0391872,46672,17000
tt26225118,343300,1072693
tt0266732,22819,25576
tt0878804,1411,22881
tt0080678,4410,1955
tt0116650,16162,25355
tt0139699,2139,14709
tt0485947,1571,31011
tt0037382,5412,22584
tt0023794,63843,104211
tt0261392,1996,2294
tt0390250,82316,253372
tt0279730,15918,25753
tt0460747,123977,148857
tt0053318,10498,14698
tt0072361,101590,102712
tt0067292,59601,103331
tt0051899,15218,14674
tt0486051,4823,14223
tt0072764,36386,19300
tt0073373,28000,19333
tt0073391,,199798
tt0067325,231361,254140
tt0046187,8601,25955
tt0029855,106533,22657
tt0063172,11923,3107
tt0124879,9542,22796
tt0089280,21451,31245
tt1290472,57931,31221
tt0120857,16039,10368
tt0804507,3595,15206
tt0098019,7756,25074
tt0032520,62967,14605
tt0404565,,1042904
tt0048564,51075,250444
tt0053740,37693,30784
tt0392345,,1042875
tt1138489,15405,14857
tt0118900,9993,14398
tt0475217,19121,19342
tt1075113,12337,18897
tt0204809,181842,189812
tt0045586,97084,19590
tt2194607,55765,148596
tt0113725,14463,18872
tt1266542,54680,25356
tt0326208,24736,18927
tt0068156,27402,14902
tt1078899,20769,14806
tt1003071,288953,310412
tt0045179,,260018
tt0126082,322909,201798
tt2454836,,226292
tt1268224,168027,202152
tt0077246,207895,103535
tt0080497,156784,188074
tt0090882,46068,197435
tt0057714,57868,18624
tt2369127,57481,103875
tt0833444,142155,227600
tt2415464,12578,200462
tt0054657,189738,258180
tt2469876,217887,145088
tt2364616,80758,146884
tt0059449,107927,145071
tt0439707,70508,25864
tt0933033,39274,19147
tt0386725,,1518423
tt2215515,73926,224923
tt0378804,65303,19854
tt0030921,227547,254558
tt0056596,210143,258013
tt1891975,270186,254694
tt0274349,77275,150636
tt0088133,108934,31295
tt0020227,93300,190357
tt0860474,92879,258340
tt2186562,29003,151478
tt2534648,,227261
tt0319562,326258,306415
tt2362762,354559,230398
tt0084959,89767,311129
tt1034436,320406,152522
tt0033807,115001,190833
tt0147667,237827,249887
tt0013701,245989,308445
tt7158996,,1023977
tt0260354,194842,186735
tt0433679,113976,146546
tt2589076,48340,250326
tt0024867,153504,144469
tt0190708,204343,259559
tt0312297,105669,19828
tt0053281,230067,310480
tt1086313,30504,150263
tt2099697,210160,258082
tt6449126,91634,227435
tt3124084,324673,249644
tt23186596,355292,1042623
tt0211062,217847,144370
tt32829017,,1454152
tt0033606,97232,61109
tt0065566,24161,29228
tt0045763,54619,6181
tt0204709,69418,46991
tt0024966,65966,46774
tt0120633,6274,9422
tt0094407,21917,4645
tt0286947,13771,4613
tt0140352,3309,9008
tt0420609,9818,9672
tt0475750,30763,32168
tt1438522,21344,32272
tt0106426,40198,60505
tt0040872,24434,44190
tt0477080,233,44048
tt0040870,40190,143170
tt0414055,5348,4517
tt0118678,29189,9527
tt0167360,44542,61473
tt0498203,71596,14231
tt0300532,5848,9266
tt0477392,64764,13842
tt0106379,14090,46924
tt1353029,285298,442286
tt0076245,11903,42222
tt1456472,8111,61667
tt1183911,11177,46934
tt1872225,191422,60865
tt0363249,54840,44513
tt0070307,47641,138311
tt1814621,6198,144340
tt0073822,36026,44864
tt0091464,38985,28685
tt0048396,100604,29284
tt0246266,63600,28988
tt0065120,217904,145379
tt0043012,35130,43390
tt0218619,9828,14033
tt0116771,81168,28513
tt0042274,39644,46531
tt0116069,105828,45221
tt0236507,,296004
tt0067306,60563,42495
tt0047937,24673,93424
tt0079147,25300,46736
tt0052611,40959,43093
tt0075166,154843,29105
tt0008360,,617636
tt0068590,62144,44036
tt0021673,35017,42659
tt0091539,20534,29187
tt0103689,202613,89490
tt1207649,211944,45766
tt0496241,211728,44063
tt0077303,156173,92264
tt0046853,189541,295424
tt0872250,75610,92659
tt0365020,62731,41851
tt0125791,319933,436119
tt0031462,,423299
tt0857295,14139,8875
tt0162496,186822,285525
tt0222113,111450,88799
tt0122212,,933094
tt0949888,18111,14209
tt0245317,52334,61055
tt0378720,102273,42847
tt0062473,97346,88356
tt0373721,258245,440276
tt0022972,,942958
tt0098427,88651,61782
tt0323434,154323,60582
tt0328500,211846,45018
tt0043040,31362,45627
tt0337625,105144,138896
tt2489954,288172,140523
tt0185684,,881490
tt5516214,289973,450659
tt1188985,13877,44114
tt0159028,,449330
tt0062852,40630,28856
tt1987680,206,440472
tt0880632,,433311
tt0084570,68007,88139
tt7945646,,926093
tt0018100,206243,438392
tt9174214,348179,877286
tt0007816,224095,610516
tt0303961,253427,576201
tt8550514,147254,605808
tt0101555,,138918
tt13686040,,912506
tt0366502,,945416
tt6294226,57658,436053
tt0244466,183125,84842
tt36366029,,1405450
tt31590095,,1422117
tt15089436,,876458
tt0058926,60505,17091
tt0338526,650,7131
tt0071565,14284,38582
tt0400156,80600,15821
tt1606389,1552,72570
tt1210819,2211,57201
tt0088930,4655,15196
tt0475394,2449,7516
tt0118880,505,1701
tt0097244,5954,16269
tt0064040,9347,15383
tt0083630,5846,16441
tt0027652,15100,14615
tt0498353,2478,1691
tt0199725,6602,14736
tt0066050,30232,70387
tt0065610,74985,66466
tt0059319,6942,15247
tt0043759,45266,16089
tt0082612,47247,79875
tt0161977,353944,54968
tt0313752,213063,54765
tt0048133,96122,66436
tt0063771,38790,62570
tt0375571,81377,63825
tt0205726,43038,63659
tt0972359,34903,14795
tt0402141,33358,38004
tt1781800,66055,79249
tt0191089,241798,557394
tt0482930,8148,15860
tt1655607,25696,62756
tt0066754,98369,66971
tt0410445,106835,71561
tt0356922,28018,37351
tt0066101,39804,78372
tt0080717,36105,71518
tt0066015,14142,80987
tt0123102,102838,62803
tt0102861,77468,61144
tt0438060,213613,58693
tt1264912,213738,60680
tt0060049,37559,63507
tt0872314,77985,66616
tt1236433,197058,168960
tt1221208,15354,55061
tt0115564,41269,59857
tt0195192,79175,153035
tt0041820,,1704829
tt0086636,38877,38074
tt0109515,103916,78375
tt1259570,57584,62077
tt0299422,58036,16426
tt1228915,159507,62409
tt0031054,32592,37461
tt1650399,,54425
tt0143166,45907,79028
tt0045660,196389,381986
tt0266439,90021,381899
tt0053775,63841,68334
tt0886672,126162,78596
tt0245911,126162,78596
tt0071923,76600,149608
tt1572502,21060,79995
tt0074790,361203,58621
tt0816663,321529,67341
tt0078047,213756,61172
tt0323546,,66285
tt1344355,78638,37429
tt0430216,81578,58695
tt1190074,64553,60965
tt0327201,175788,61939
tt2073059,29752,79063
tt0020500,145234,159567
tt0021496,64070,166503
tt0309821,28053,79068
tt3466630,,146094
tt0191052,241788,558943
tt0291324,214772,80406
tt0119052,110582,62394
tt0319291,,78750
tt1763280,213038,54598
tt0276259,137785,682608
tt2777548,187325,374970
tt0051575,108781,6588
tt0218607,244625,670830
tt0040463,33399,66079
tt5358004,190826,380000
tt7023452,32859,66534
tt1611928,213141,55299
tt0091382,73976,55220
tt10034272,162333,617450
tt10060094,131905,611207
tt10380980,154248,612195
tt14550704,,805940
tt7562334,135254,591629
tt1114730,106672,15894
tt2375303,213795,62095
tt33048520,,1462834
tt5068754,150741,381050
tt1571402,12384,54441
tt0813547,8326,7862
tt0427229,4038,6877
tt0054296,49870,78550
tt0089173,6031,9731
tt1024943,11744,8079
tt0054248,4081,8422
tt0219171,27804,39127
tt0095060,64515,67317
tt1922777,2242,82507
tt0011071,28887,38705
tt0120619,42810,67849
tt0309390,117143,49145
tt0190798,31292,80713
tt0051926,229943,385189
tt0102217,30814,68895
tt0031500,40905,47156
tt0102590,29386,39233
tt0056676,35264,55305
tt0314676,15420,30141
tt0100842,21883,38545
tt0070337,21768,97519
tt1081929,75956,54384
tt0043837,194711,67433
tt0048516,206938,81490
tt1406175,54950,54152
tt0246870,40632,80959
tt2125545,186647,82045
tt0116962,45629,54421
tt0223593,88513,68526
tt0792985,85180,78282
tt0060186,64388,39214
tt0070078,28089,48014
tt0421625,77971,30633
tt0060543,61542,77381
tt0078530,127419,67430
tt0040227,228717,471774
tt0071208,,78067
tt0075342,15815,48197
tt0113259,98384,67717
tt0078524,95622,389531
tt6413648,93052,77997
tt0107222,67442,78356
tt1708453,64254,54081
tt0028707,63436,38455
tt0072827,186678,29858
tt0115976,30960,99859
tt0032391,29777,30306
tt0109650,39635,38641
tt0180684,,770175
tt0125279,78623,68413
tt0255200,209031,78737
tt0318565,85302,47004
tt0080652,117468,55113
tt0353691,44307,54381
tt0082797,85760,67605
tt0056308,82815,54723
tt0035167,71822,98191
tt1320197,137572,47097
tt0371834,273807,305854
tt0298170,214047,67332
tt1763324,92216,298080
tt0326773,98486,99647
tt0497874,,68683
tt0117078,104421,53689
tt0358971,,304666
tt1683046,104861,48296
tt0382988,76867,47106
tt0109095,189601,299219
tt1113833,55163,77205
tt6456374,298876,534976
tt1565069,45879,99444
tt0104768,,54826
tt0220118,109634,386041
tt0062256,230935,472748
tt3014866,1998,302156
tt11209926,214624,78764
tt10133676,,78732
tt0018438,225826,482819
tt0191385,99191,482816
tt0170429,27778,99754
tt3322892,5216,297160
tt5139182,176615,389362
tt0213101,321308,305485
tt6042588,119226,389811
tt4528520,,779855
tt0322437,89530,391577
tt7686376,178331,680590
tt10640084,,617209
tt0134102,236670,299592
tt0010277,224405,616132
tt7583876,,783231
tt12867672,,798092
tt0279924,251515,391494
tt15411160,346193,983105
tt0242586,151799,79053
tt0116479,108133,30565
tt21110654,349616,987400
tt17079358,,987927
tt14203996,,993107
tt0109000,46487,1652
tt0107156,11930,9261
tt0396269,1880,9522
tt0128133,20135,9524
tt1813774,31541,98612
tt0065377,3566,10671
tt0454776,5603,15163
tt0244479,14867,15813
tt0118636,5570,9445
tt0404203,2828,1440
tt0783501,21832,16207
tt0008443,71778,95866
tt1067733,13156,15179
tt0050407,16325,14837
tt0954981,22962,14524
tt0435623,13379,15624
tt0441007,16801,15568
tt0250687,2352,9896
tt0264472,5932,1537
tt0097815,4200,9942
tt0469184,18179,15361
tt0475298,22672,15423
tt0077696,12928,16214
tt0089869,7378,10176
tt2456594,39334,150584
tt0491244,12722,15077
tt0044040,43290,30025
tt0433350,18898,15728
tt0057851,64315,155685
tt0250347,15851,14390
tt0426155,76313,15083
tt0049091,55856,163775
tt0808230,24620,14791
tt1595372,373722,151835
tt1073671,155149,15336
tt1588342,21498,92647
tt0024680,204723,164828
tt0066502,87808,94376
tt0871427,23501,15289
tt0216368,,1565200
tt1135532,45620,157212
tt0060318,96321,146432
tt1103166,,29141
tt0934949,13805,15939
tt0104693,100404,1482
tt0252253,78847,2922
tt0818897,64093,15703
tt0303269,163465,148664
tt0768183,15731,16020
tt0854114,,97575
tt1194608,322572,15532
tt0058357,101004,9370
tt0128257,202587,291993
tt0283476,98479,100512
tt0425162,39617,152784
tt1729652,71290,300411
tt0073226,321479,163216
tt0126478,121390,91734
tt0036318,215839,102906
tt0124307,163758,94548
tt0098718,78357,151897
tt0032690,322180,152275
tt0108067,195959,92056
tt0050675,102752,29238
tt0346148,121266,96338
tt0070487,,934481
tt1774400,329161,98617
tt0383177,79703,93526
tt1740726,219706,178909
tt0091560,28135,29600
tt0221889,30607,15940
tt2650954,71311,160124
tt2833408,45666,182528
tt0485863,16947,14808
tt1885344,134493,148178
tt0049277,34076,102290
tt0177766,83702,140680
tt3799694,1334,290250
tt2392672,7223,179150
tt0060133,230759,289747
tt4590326,,942131
tt0410355,181131,158249
tt0045549,99494,151393
tt0031424,119423,101558
tt5518022,58405,142611
tt3512578,,1019212
tt0214023,,1022915
tt0116417,48636,299819
tt2027056,53069,149918
tt0321951,196994,294645
tt16437368,,930474
tt2421234,272255,289336
tt18072882,348925,986843
tt14308636,344284,937220
tt14694192,346602,950526
tt1653691,160319,93507
tt13947858,339706,955532
tt9133658,,1628898
tt0095266,218496,157206
tt34467658,,1561978
tt0065432,,51754
tt2112287,11949,53567
tt0049431,33858,4938
tt0085693,30156,39164
tt0027752,60450,52047
tt1104006,12351,16335
tt0107057,22949,4916
tt0072263,22342,4883
tt1620620,61307,38301
tt1703938,24751,52414
tt0057936,58901,4835
tt0050556,15388,15697
tt0803093,3964,14611
tt0096200,46995,50203
tt0847897,28371,14634
tt0900357,4940,14913
tt0472268,30186,15008
tt0363290,32824,34561
tt1664809,52247,49028
tt0098067,5346,1552
tt0101590,13094,15771
tt0135976,,327613
tt0097236,21561,15142
tt0079845,79691,51882
tt0089348,9719,15983
tt0283422,35457,49685
tt0084266,12708,16407
tt0072285,5933,15018
tt0213790,19645,16888
tt0070468,14424,32615
tt1270785,212850,52893
tt0455958,25926,14963
tt0095119,35111,34053
tt1533117,11341,51533
tt0260688,28372,49167
tt0423877,29847,14644
tt0990404,46368,15555
tt0038458,64071,34650
tt0216834,123069,166053
tt0479125,35123,15420
tt0420835,74497,15699
tt0044955,55767,149258
tt0380585,98316,50041
tt1052344,160242,15625
tt0026199,29404,33395
tt0089598,8160,52212
tt0211705,144248,522771
tt0121744,111928,32215
tt0257359,249307,331527
tt0027441,74519,33387
tt0029984,54753,33392
tt1789753,218825,163886
tt0036794,53239,171594
tt1777573,212619,51065
tt1781838,212852,52899
tt0896951,322302,340832
tt0101613,352146,49116
tt0041733,102182,51146
tt1196714,33369,49259
tt0056601,64168,146852
tt0831279,71145,17090
tt0087071,96352,166561
tt1724975,195773,325116
tt0032482,227743,337172
tt0446345,212498,50062
tt0088256,36295,48482
tt0054381,212594,50947
tt0244884,64151,49288
tt0028433,89443,169888
tt0038564,326077,486645
tt1043514,86387,14880
tt0254778,94535,147714
tt0074219,198836,326608
tt0344011,102586,33414
tt2455388,294840,499766
tt0272834,212220,47936
tt0041816,124945,337602
tt0123652,212596,50951
tt0415943,195906,331657
tt0026985,72794,328783
tt0095181,179792,170851
tt0131619,236419,497663
tt3960412,6010,341012
tt4084076,64936,344791
tt4246818,44115,333021
tt1080864,179754,341902
tt7549452,44851,486937
tt2180168,30637,159389
tt5821220,17806,499670
tt0104462,55865,164456
tt0245751,248192,344261
tt0224363,,1454691
tt0119555,33589,166897
tt0163712,161093,155003
tt7776860,23248,508170
tt0237131,109997,150909
tt0497372,,32224
tt36510056,375084,1462889
tt7204312,,1565210
tt0113971,33835,24768
tt0238546,3809,11979
tt1012804,8342,12400
tt0063674,9821,11912
tt0085159,13269,27214
tt0090655,9528,24913
tt0094678,12947,26044
tt0138524,6220,11775
tt0053976,11508,11656
tt0112499,14676,26441
tt1185442,36217,24613
tt1179034,2528,26389
tt0101635,5434,11894
tt0162536,322824,33208
tt0188011,183120,335488
tt0405821,9286,11662
tt0491720,13759,24365
tt0174227,58105,2389
tt0058039,230575,263784
tt0059245,10804,2428
tt0096487,1012,11967
tt0132380,162555,24692
tt0128278,8363,12117
tt0102511,5039,2742
tt0067367,69341,31472
tt0034415,41585,32619
tt0094382,52848,118759
tt0047191,91235,24518
tt0115856,29307,11956
tt0131028,153109,118155
tt0378150,158266,31346
tt0160699,202033,316252
tt0084797,70345,11668
tt0389778,177757,3168
tt0071489,65293,121322
tt0150630,105453,315963
tt2557334,269125,231568
tt0151886,341031,272603
tt0045007,103693,118877
tt0060068,61522,122746
tt0139426,58700,27336
tt0028131,84594,262881
tt0111165,97826,320333
tt0122393,152965,27228
tt0024956,,260527
tt0085332,195457,313125
tt0146562,89435,121881
tt0032358,,119306
tt0157504,248794,263758
tt0476872,46052,31855
tt0233636,,1188819
tt1300169,101090,32922
tt0117335,121042,271193
tt4004754,69787,271382
tt0138594,237100,263589
tt0182317,135393,316070
tt1337056,187647,273606
tt0091765,126282,272042
tt1666177,276243,331038
tt0019624,226031,315060
tt0090948,148807,33321
tt0043140,39185,27256
tt0037458,62020,26169
tt0076913,64913,23312
tt0098678,34797,32330
tt0183526,240982,272398
tt0194941,,328270
tt0166314,44330,33170
tt0881278,211268,32545
tt0110623,36411,11800
tt1031237,,33279
tt0770710,198548,236779
tt1440176,211072,261631
tt3129484,62098,246308
tt2285773,196572,261491
tt2567688,178849,273243
tt2920540,13471,246400
tt0230396,365709,233956
tt0027412,189825,263778
tt4076934,19611,315669
tt3138730,87651,243208
tt0044704,229193,245699
tt1670684,216564,118061
tt0249982,121593,263090
tt0197251,242570,313599
tt1778260,85799,248541
tt0444635,262166,320657
tt1326247,,32901
tt0070926,57911,116445
tt0055021,325302,119201
tt0207471,,248770
tt0301502,,1184558
tt0261700,249791,264102
tt27146888,,1199963
tt29567402,363777,1193824
tt26737109,,1175408
tt4379236,,313240
tt32612301,,1186885
tt29965083,372007,1201384
tt0839967,67119,29358
tt0497116,7102,1781
tt0074937,8139,6037
tt0762114,5856,2959
tt1856014,13388,82450
tt0211946,11071,30508
tt0048216,45533,17640
tt1247693,113006,183347
tt0995829,9546,11148
tt0113855,1672,9312
tt0040506,4540,11016
tt0057413,7227,936
tt1160012,46811,18400
tt0025272,67058,57035
tt0092273,38172,39900
tt0370986,7480,11171
tt0061756,,933
tt0091299,79934,11339
tt0415023,65107,57241
tt0039556,152599,181537
tt0295640,74370,11369
tt0109450,21169,29973
tt0419280,20746,40069
tt0052225,10893,17352
tt0314166,11077,17710
tt0055380,116463,113158
tt0017382,,109578
tt0077450,181806,182117
tt0155955,,107778
tt0082157,36105,71518
tt1692980,178501,91751
tt0070066,67561,90084
tt0064846,24492,82372
tt0342355,,1139719
