imdbId,tvdbId,tmdbId
tt27744977,,1102903
tt25030744,361681,943414
tt1788979,,1101067
tt28682039,350251,1175873
tt0351639,114246,172807
tt22817100,361353,1168426
tt29267898,351472,1176549
tt5591760,,947567
tt33990511,360849,1371206
tt10942192,,1030330
tt31828433,361140,1382511
tt25503698,,1104132
tt28803508,,1171649
tt33030125,363293,1170841
tt21828682,365922,1025825
tt32260477,,1370219
tt34382854,,1374723
tt38265064,,1675962
tt0062688,78750,124227
tt0190780,,150517
tt0176650,71753,114620
tt0067530,104001,114890
tt0028455,70838,114057
tt0470521,55837,161208
tt1152842,,1685400
tt0112716,32440,124614
tt0044919,86536,102289
tt0049487,71682,118939
tt0087095,97442,114650
tt0130168,77050,147211
tt0096911,106676,119822
tt0082424,113376,110001
tt1649402,107900,120007
tt0044338,216667,120210
tt0080847,70914,123983
tt0005464,,1666746
tt0113732,42490,128145
tt0100831,,1296133
tt0113839,69635,123505
tt0199965,,1234647
tt0268528,216686,120570
tt1069225,,1193823
tt0233642,218000,147560
tt1874513,79480,159006
tt0930760,194173,146345
tt0335241,89836,114572
tt2191332,86664,128244
tt2213054,27744,168245
tt0183550,82759,160832
tt0054142,80331,118697
tt0110740,55759,147634
tt0107777,98632,159655
tt2069955,17778,146955
tt0059824,60523,169828
tt0048073,,1281415
tt1125812,,1604508
tt0079635,35378,160405
tt0356022,364900,1224872
tt0996597,,1689998
tt0764802,,1025548
tt3426046,,1667835
tt0925058,88877,115070
tt2481238,30180,159032
tt0204438,,1692602
tt0199674,,1026604
tt2115336,82330,118179
tt2558550,79365,159009
tt0275031,,1695693
tt1826876,100461,167935
tt0262792,107132,169648
tt0273181,,1585084
tt12512228,,1024515
tt0053828,217109,129215
tt2076836,68777,167337
tt30150855,,1231710
tt0363930,,1145146
tt0007525,,1475412
tt0076858,,1474771
tt0102106,44474,145486
tt6548178,,158059
tt13683404,,1123806
tt6520776,,1019399
tt12399742,161756,1669209
tt13455454,,1230843
tt1053249,,1464175
tt19635524,,1185121
tt0135420,,1018799
tt0024029,189720,159510
tt21824548,351779,1013869
tt24485376,346532,1021760
tt23857080,,1273655
tt0064764,194389,161261
tt21961244,342058,1020525
tt27606209,,1126413
tt29930084,,1125904
tt21962812,355701,1013975
tt31021496,,1226761
tt26770557,,1184185
tt30887701,353485,1232569
tt21272942,372542,1193128
tt11496654,,1270454
tt18070666,359583,1013855
tt30743567,,1126467
tt27513787,356491,1181414
tt26733317,350129,1184889
tt29011016,,1275788
tt0487343,,1587170
tt27505513,353932,1217986
tt29559988,365358,1193074
tt36177959,,1668440
tt0157942,,1589188
tt14127978,,1186798
tt12855970,,1127957
tt37171221,369495,1270922
tt39277965,,1549037
tt37495239,374199,1266800
tt37544092,376321,1275255
tt37536023,,1580672
tt0082755,61715,31407
tt0479767,57749,25729
tt0037972,117213,217162
tt0058661,125656,262812
tt0371636,,307523
tt0118660,63019,161237
tt0058311,104203,31396
tt0094899,27827,154397
tt1290471,19346,16102
tt0028933,87433,206548
tt0109973,56195,207688
tt0051890,83711,262269
tt0084222,75500,206648
tt1825674,140263,224914
tt0029529,63627,206377
tt0288169,,154103
tt0052119,163830,163106
tt0156749,50455,154428
tt0056396,62560,207784
tt0369746,258042,307483
tt0056640,53613,225940
tt0096052,,354176
tt0062914,103910,205349
tt1319733,7795,20618
tt0012633,,1621569
tt2610768,34774,161808
tt0308478,103870,153741
tt0261099,352241,155613
tt0860461,,163271
tt1002778,209845,256114
tt0076146,178504,206899
tt1477066,270325,263661
tt0081453,194659,256048
tt4959148,83843,263881
tt0314627,253951,351750
tt1964837,107901,256018
tt0033791,73070,248235
tt0033883,372706,263200
tt0002996,,1549355
tt0100354,324210,256378
tt0371922,100634,205211
tt0085916,126261,246528
tt2697592,288208,161252
tt0156174,238470,306461
tt0375190,184504,305961
tt1477110,181247,263734
tt0119676,210142,258012
tt0089064,89743,156655
tt0382693,258865,353846
tt0048189,,352321
tt0359830,257428,306442
tt0070610,60830,24956
tt2385073,163882,153860
tt0437063,218466,156904
tt3059786,29114,250113
tt1279067,65547,155234
tt0810373,179490,162354
tt2290823,270305,263140
tt0139075,73078,262707
tt2567178,221560,206022
tt3737878,179456,306780
tt0255295,139222,351707
tt0048637,181581,262168
tt0229982,,1636170
tt0063619,231059,247190
tt14861188,,1552950
tt1459905,183960,262325
tt1414540,273816,305895
tt2593270,165127,258261
tt4202506,86512,354141
tt0450044,84075,255691
tt0029939,,249215
tt3914332,33637,305342
tt1431113,270224,262326
tt0417214,109282,256663
tt3060436,189085,207317
tt0053702,221543,205676
tt0259985,249620,307442
tt0207292,,246492
tt0074448,194294,247112
tt0031778,210418,257429
tt4470266,28107,352364
tt0007545,224063,351152
tt0024138,218746,161962
tt0132947,,1633622
tt2109213,124478,257497
tt0028456,322962,352059
tt0093788,233564,306252
tt2195982,209822,255944
tt0457665,39709,305389
tt0087986,126564,206000
tt27080561,359582,1098332
tt1745959,189765,354032
tt23130254,363774,1086037
tt0033170,,236479
tt21811924,,1095565
tt26659974,,1091043
tt0034652,111268,352915
tt8119092,,1096124
tt0043560,27452,54139
tt0058740,16626,75525
tt0072342,65264,76207
tt0113115,213299,56337
tt0110076,18224,46387
tt0064924,155684,73612
tt0113463,40462,87729
tt0231846,177969,624286
tt1625134,27026,62339
tt1467248,301971,564360
tt1135952,15627,46207
tt0476452,22393,56680
tt0764767,,629481
tt0363833,174627,451920
tt0195116,,559655
tt0115079,349715,62980
tt0180482,23497,61930
tt0305981,12914,45916
tt0432131,,62272
tt0298984,253149,461870
tt0100139,31409,72756
tt2217919,54406,449090
tt0094001,,460074
tt0314921,254520,535573
tt0115541,,765107
tt0077485,106701,86499
tt0154464,120378,537339
tt3270104,,755450
tt0121052,,864495
tt0178758,191499,473720
tt0158005,,748839
tt0489658,264236,560720
tt0008159,,536109
tt0182377,,880661
tt0254463,99601,47103
tt2251481,107677,87072
tt0123260,,47581
tt0067757,74395,74072
tt0060173,109825,86473
tt0059526,76570,73321
tt0076755,47277,86208
tt0072300,176747,86574
tt1464595,134081,47523
tt0467959,331542,73130
tt0353823,256965,462176
tt1242518,212017,46293
tt0020554,226191,621339
tt0468705,114182,53499
tt0030485,33110,74707
tt0335378,,875023
tt0294755,,621904
tt0111479,,559449
tt0059612,184481,536896
tt0200212,242932,462278
tt4163342,299167,537800
tt0240945,,730089
tt0102822,234190,619370
tt0138641,207751,562252
tt0018439,,451698
tt0327118,,625410
tt0192015,241941,558832
tt0174309,203825,451201
tt0047232,49811,72823
tt4721404,35402,458836
tt0044504,52478,74754
tt7261172,123451,469689
tt7179474,186661,458498
tt3120280,630,462919
tt2866708,131444,470897
tt7714510,298806,534396
tt3864056,15091,472674
tt5635808,16791,448763
tt1975241,208517,451026
tt0475771,,458301
tt7631792,,562250
tt0443950,262133,458858
tt8380776,134132,560192
tt8382922,,560005
tt9643214,125024,560949
tt1116763,,47530
tt8707922,97001,537739
tt28079579,363469,627430
tt13545090,214360,73783
tt12759408,146557,726940
tt10285752,343097,751534
tt3325442,324846,86080
tt13352968,332944,758330
tt4554690,160647,729830
tt12661060,161115,746712
tt14039346,332575,862734
tt0074663,,767476
tt0139921,,727644
tt1519662,,452386
tt13705572,342812,726880
tt5539362,308167,619183
tt5135854,285802,447830
tt0101408,104904,447771
tt0056107,107275,143244
tt2318992,69774,180798
tt0401385,35028,123879
tt1815708,7819,122800
tt0045074,80645,143523
tt0066740,9415,17965
tt0048010,44221,126483
tt0070748,58677,92311
tt0042790,103119,179057
tt0069844,199809,157696
tt0344053,215326,91793
tt0053877,24399,25767
tt0079256,101168,91781
tt0056680,162852,169147
tt0045087,163063,258430
tt0151470,205321,180081
tt0052749,45803,143092
tt0066784,105768,121318
tt0112526,208688,169042
tt0235353,53216,168368
tt0327835,176281,258773
tt0337899,151407,92471
tt0041322,189178,166159
tt0116393,65989,142012
tt1616506,219666,178194
tt1198346,38859,25705
tt0349146,,1250234
tt0256043,81285,121521
tt0907856,161177,168853
tt0270500,326995,180088
tt0110943,162992,124484
tt0057548,219734,179388
tt0095759,108536,169357
tt0245776,101667,179541
tt0014175,,175718
tt0032254,,121001
tt0082423,148032,167876
tt2239100,25204,133879
tt0076792,43216,135348
tt0281078,320272,92465
tt1189003,219376,173872
tt0978844,,1251989
tt0025249,219416,174435
tt0764696,,1392322
tt2331143,13411,177945
tt1408981,,166956
tt2390341,36391,257976
tt2654360,156612,180383
tt2536436,15415,179053
tt0070146,112147,134170
tt1975839,60604,124697
tt0426097,,256178
tt2371287,57708,179812
tt0219311,,918712
tt0166139,69323,121301
tt0061630,59900,134619
tt14282664,,1389195
tt2753288,53005,141032
tt0133260,,91952
tt8836512,344381,1693435
tt2266696,71188,173773
tt0110797,165671,134382
tt0283264,,1209531
tt7733836,,1247792
tt0054897,80638,256892
tt0016016,,918958
tt2104896,153111,139991
tt1385968,101245,256650
tt0256181,,1411970
tt0135697,364109,120989
tt0064080,231082,254326
tt0958860,15905,1346627
tt2277150,191343,174345
tt0015204,,919722
tt15483616,339420,916963
tt2234449,64920,141068
tt22507524,350988,919207
tt0116148,124865,258580
tt21094328,,1212397
tt0035154,223311,258898
tt0215383,210089,257703
tt1927012,37787,176915
tt14045622,,924490
tt28833698,358609,1208284
tt0056421,,1246352
tt11348736,,1206806
tt6320842,,1210295
tt31314296,356578,1244944
tt20446358,,1208619
tt31870180,,1245200
tt29334637,,1248113
tt34088019,,1352480
tt33291011,,1341441
tt23902534,350248,1056099
tt35665459,368195,1428278
tt27140997,,1205297
tt0292259,47796,166205
tt2435940,,254380
tt0173295,,1711646
tt0824298,52368,64292
tt0059049,10915,37991
tt1740707,6253,46146
tt0149845,237951,394899
tt0101467,38964,49212
tt0027437,89501,293012
tt1502420,23213,65762
tt0094405,63086,64437
tt1160619,291088,461907
tt0028810,227269,460863
tt0075649,232093,363037
tt0061804,,361753
tt0035555,41060,49092
tt0075101,19342,48579
tt0130282,196787,291380
tt0006213,,292181
tt0037479,96780,386482
tt0471762,263435,453172
tt0794180,,640788
tt0080446,,383436
tt0483763,,64211
tt0034831,331299,388736
tt0197593,186011,485068
tt1655421,293128,482673
tt0032655,124658,64926
tt0237830,247556,487517
tt0093475,113364,382781
tt0067583,150623,379160
tt0333139,255557,364539
tt0081110,83530,36460
tt0026995,329241,384794
tt0938345,331350,364277
tt0010116,,465479
tt0021558,,457017
tt0019594,172819,463970
tt0180323,240019,387584
tt0112772,44717,45435
tt0126635,236026,455082
tt2022321,278987,362647
tt0017513,190619,292176
tt0022851,145307,292244
tt2951834,106152,303760
tt0078007,37728,47956
tt0045692,229292,361438
tt0177204,240211,464080
tt0317970,,491600
tt1050258,280125,377777
tt0191033,,465062
tt3971968,82131,48355
tt3455080,273691,304782
tt0190453,183935,486045
tt2286988,81938,291375
tt0051425,229885,342045
tt0409776,196014,340514
tt1730714,65106,342786
tt4170186,150543,339043
tt1616084,273377,302304
tt0035556,185307,490707
tt5458458,28250,378569
tt4872162,12768,388862
tt0040880,196061,305315
tt0262226,73276,342077
tt3820450,22775,364708
tt4305666,,363637
tt0254661,121337,365200
tt0387072,259130,340198
tt0187581,241417,304374
tt0276771,251183,452600
tt4211312,62985,364410
tt7853278,19930,456623
tt3523420,151198,304104
tt1471156,67249,45959
tt1553659,34284,341287
tt0285294,,467027
tt6750962,293966,491708
tt1922544,17412,461783
tt0333317,116278,466027
tt0019132,225954,462238
tt1488171,273384,302337
tt9806468,165555,645693
tt0031923,,361780
tt5239942,34427,458991
tt9619800,146316,641620
tt4120762,338404,648783
tt1334587,100840,286190
tt0249362,248506,286057
tt0028913,122984,301978
tt10808294,144381,648736
tt0213105,,304775
tt7110972,128526,465558
tt19815094,350660,647121
tt5158306,158894,465618
tt0204881,,366177
tt0770804,149647,463690
tt0260289,249660,366367
tt0022330,226440,342060
tt2166850,161626,305203
tt3531176,101525,465550
tt5173540,280936,387572
tt0095385,63072,83346
tt0100389,66974,60067
tt0042001,,559662
tt0093435,17183,42120
tt0034328,84007,95874
tt0063233,75260,95845
tt0090930,11727,40342
tt0169865,125485,94986
tt0059051,33828,77140
tt0094879,101981,82216
tt0185134,,82528
tt0154270,62481,95219
tt0192977,242039,559287
tt0066528,151596,81888
tt0101343,77048,77664
tt0487469,88864,77438
tt0044989,111822,47101
tt0337377,112714,94814
tt0447659,62158,59034
tt0129509,,404465
tt0088365,73805,403707
tt0164055,41327,57774
tt6450176,,77004
tt0200400,82634,40367
tt0031178,49849,78456
tt0031186,73142,462760
tt1825735,106636,55463
tt0805542,213207,55744
tt4316170,113614,78398
tt1192385,288013,78645
tt0158047,,823629
tt1359433,,81157
tt0046179,322954,404246
tt1551631,301151,556218
tt1169814,155093,81728
tt0053188,175919,460666
tt0408261,72536,59906
tt0025102,320656,403888
tt0042630,228971,421667
tt0223079,183379,403364
tt0117982,235343,461922
tt0184792,,404323
tt0032656,,94728
tt0253722,248915,585130
tt0323918,328314,463205
tt1814793,195608,82355
tt0043441,326045,402498
tt1073666,154597,94807
tt5544620,,78935
tt0137870,237013,412827
tt0201760,,555719
tt0018650,225864,556348
tt0316414,,769781
tt0026314,,81140
tt5285240,,782151
tt4613576,76303,406516
tt5777992,148594,404945
tt5838194,282252,404212
tt6016710,13079,419499
tt0223078,,769910
tt6908176,322108,419752
tt7881558,15791,463291
tt3334746,283115,416362
tt4103724,1761,417261
tt5804946,123918,459966
tt6814914,75594,463633
tt5762836,,416329
tt0204945,243461,556709
tt0191374,241869,556718
tt6690004,2427,463858
tt7654492,316438,553595
tt0110134,96089,57769
tt0180611,156970,461638
tt9319896,138472,553889
tt5702314,188586,593144
tt3905764,12511,415311
tt0037225,228376,474024
tt6157604,90947,406554
tt0039848,47368,95858
tt10064448,153009,598069
tt11482948,318604,820099
tt2524702,54991,58134
tt11815960,149282,579828
tt0122706,155402,334862
tt13057076,359278,785179
tt14264844,159109,807597
tt13640946,332119,816586
tt13043436,245433,769271
tt4041476,41232,479924
tt5177114,355663,774531
tt18398986,341375,945883
tt28182919,351240,960042
tt20248346,,947943
tt3635788,30616,419747
tt1495887,,559007
tt14708802,,818932
tt1238288,167873,334564
tt11410000,,960576
tt0118523,30962,32872
tt0060075,230754,279600
tt0810415,24952,37213
tt0155711,7585,31582
tt0129631,34826,112234
tt0051508,229899,264004
tt0067343,,315863
tt0312450,39051,36859
tt0048629,,1678291
tt0084696,34831,27925
tt0139229,237173,269283
tt0057937,163388,170532
tt0456521,97082,17193
tt0037642,66300,112842
tt0138461,93900,366424
tt0498369,46889,36794
tt0076777,39119,167854
tt0036657,324428,280859
tt1967539,81208,268673
tt0462727,164049,169218
tt1239294,177381,216549
tt0021759,145268,110781
tt0875692,63694,313430
tt1478798,162822,328109
tt0156295,238477,326048
tt0118680,197506,215553
tt1943664,100997,327505
tt0898943,185325,310916
tt0225100,105784,167087
tt0045911,105629,37198
tt0193420,,1107638
tt3154192,104765,218191
tt0249420,248512,370861
tt0036164,331481,308612
tt0089778,154619,222897
tt0180113,174785,367503
tt1443484,,218371
tt0052601,195035,170920
tt0008875,,1134580
tt0429068,69311,27919
tt0021473,,1131462
tt0080102,122057,228427
tt33337026,,281023
tt0092173,104018,215875
tt0118986,108923,225472
tt0368187,222533,217420
tt0469739,184677,223839
tt0068558,321452,372201
tt1478330,108557,278906
tt0072277,126950,281249
tt1104084,,371979
tt8358960,288345,226076
tt0029433,70692,218342
tt3527134,82612,269740
tt0088070,117683,268117
tt2317103,118931,168121
tt0810078,178485,222495
tt0355423,,280961
tt3518888,114552,270767
tt3121042,222382,215523
tt2881698,10910,224815
tt2182237,113330,111422
tt2396436,19811,280000
tt0247242,201542,270350
tt3881410,165584,268690
tt0025256,207686,216502
tt0291700,143664,307778
tt4265878,45855,312128
tt0226514,,271131
tt0016157,225389,314012
tt2263940,222440,216338
tt2960600,76261,280855
tt3257296,,111773
tt5180856,32965,368915
tt2649370,,168319
tt0011901,224642,279076
tt6787114,111389,280851
tt0333079,175053,311658
tt0028865,227278,270197
tt2279770,199306,217257
tt0065785,206730,309716
tt2570224,29793,228109
tt0078102,56283,222837
tt0079442,123733,281209
tt0084387,40798,168538
tt0028391,181145,216071
tt0198573,203291,279000
tt0009274,205260,372104
tt0024019,145361,223262
tt2837866,189392,170783
tt2108511,331213,309287
tt4111364,270883,272173
tt6110098,289490,370818
tt2009410,163300,270596
tt0002160,56310,226861
tt0278494,198585,312421
tt15428022,,1565656
tt0345998,256412,315210
tt0205778,,269134
tt0227684,57690,85628
tt0434231,331835,77786
tt0140360,49697,63325
tt0756288,47276,85600
tt0122492,127297,66837
tt0102058,114748,66753
tt0026556,55025,63684
tt0080910,62678,76816
tt0133111,245773,635666
tt0387823,141616,47843
tt0287411,252130,564633
tt0098055,15442,56521
tt1582244,15342,83801
tt0364530,188018,301660
tt0362246,119952,67236
tt0072954,24692,64036
tt1680095,9136,58013
tt1927073,213842,63366
tt1703958,24859,84533
tt1945081,90281,77185
tt0137045,95008,67074
tt1929181,22476,67235
tt0371536,,506396
tt0313226,,579848
tt1696566,,495633
tt0092655,,57240
tt1405493,293119,482597
tt1682181,15698,84404
tt0178356,190943,485429
tt0442070,184360,84006
tt0291692,252559,485375
tt0080585,184710,301844
tt0262130,178137,301098
tt0035139,,485416
tt1725993,214501,77017
tt0041591,228848,667891
tt3517180,313850,667507
tt0038804,228568,492566
tt0056393,230398,502061
tt0833529,265959,494065
tt1698008,17935,83880
tt0020748,83565,84714
tt0111745,203540,565482
tt0116455,28410,48940
tt0353361,,480833
tt0495033,214544,77962
tt0031846,,485477
tt0120410,54904,50824
tt1637681,139951,63556
tt0926204,,848312
tt1204387,,779130
tt0065931,245715,299637
tt1930318,309425,632199
tt1543047,,502831
tt2081259,116276,502847
tt0174849,,489549
tt1430638,66326,47830
tt7478432,,846551
tt1638267,67232,56644
tt0021733,226364,485995
tt3419864,208208,503963
tt3673936,,665193
tt0016513,225445,672076
tt0239013,188444,478999
tt2666206,159605,299216
tt1980257,293323,484655
tt0304532,,769756
tt0157756,,299881
tt0970520,212509,50142
tt16528738,,774081
tt0066613,231316,564076
tt7363076,14416,503838
tt7241654,29521,485337
tt0188898,,486264
tt7629138,118956,500837
tt6233844,314440,672140
tt4968738,54490,478798
tt6728096,2285,502143
tt1517149,,774291
tt8783976,42076,568972
tt1653953,,562934
tt7289808,322060,634585
tt8561498,203325,640175
tt6449370,292533,476948
tt10984818,146771,632318
tt12789558,267783,777270
tt30516468,,768767
tt5867728,,847261
tt12390572,337000,477462
tt10731362,141500,663105
tt6264018,158631,534666
tt14684154,336279,877266
tt3822766,309254,630456
tt7744192,113604,538107
tt0115057,197192,488371
tt2725482,,774812
tt14582826,,866204
tt13532214,,640243
tt10805280,,780270
tt5979638,165411,635790
tt0054743,8718,20139
tt0024104,63175,147864
tt0051400,56306,225223
tt0027511,221509,205208
tt0203022,63378,202826
tt0052753,96246,105670
tt0139756,85462,202695
tt0057447,47409,104658
tt0046472,,210185
tt0000110,156708,146565
tt0065529,,1463237
tt0043403,168988,225430
tt0102174,65840,226251
tt0233699,76711,206412
tt0058152,94160,225195
tt1041763,176852,206653
tt0058858,105420,203684
tt1980997,347089,200426
tt0177880,99762,208245
tt0077846,232299,224808
tt0123072,,226743
tt0025841,97601,199552
tt0178212,239807,301066
tt0049216,125616,220521
tt0099622,222853,222338
tt0019930,,1043397
tt0119220,186884,104530
tt1583251,76397,200047
tt2433528,197482,225547
tt0232081,65896,103865
tt0084342,156041,121995
tt1553066,82136,157188
tt2564144,66563,146582
tt2971414,109876,200402
tt4352472,,1542245
tt0924271,189177,202080
tt0021337,207232,206818
tt2005364,53051,145893
tt0011393,123066,146963
tt2035670,34572,122843
tt0153060,125874,123063
tt2167266,131399,203819
tt0063721,73174,122926
tt0075454,143255,208309
tt0038236,,202154
tt0055944,122205,156674
tt0472778,82336,203611
tt0310261,121027,206239
tt2243123,50098,104194
tt1489263,104878,30019
tt0324149,253718,298635
tt1109518,,1231171
tt2071466,80841,157017
tt0380068,62390,155371
tt0173945,92759,202832
tt0038766,52100,29829
tt1956620,615,225886
tt0223340,,205264
tt0103286,109311,104053
tt0291196,178280,104365
tt0068808,206879,298218
tt0163125,53620,223537
tt0200440,221409,203760
tt0167504,104708,197531
tt3474720,71566,301238
tt0021555,124911,300943
tt0415781,,1213847
tt0278835,221421,203947
tt2062603,114873,147190
tt2551792,182529,209513
tt0040659,197609,209374
tt0238017,,1233003
tt4147684,135209,204506
tt0122742,157432,147508
tt0037564,205287,205485
tt0115727,165632,209352
tt0306059,,207173
tt5844154,,1458817
tt3118302,165074,222259
tt0252404,,1570480
tt2088869,50801,203264
tt0445417,78211,197338
tt0258810,201594,206428
tt2926972,220849,196247
tt3074758,194406,209557
tt0299022,,155804
tt22648432,,1034612
tt23556786,341399,1042984
tt0483018,156554,147611
tt0200274,112893,156422
tt30829309,353005,1228891
tt27752111,,1228335
tt0253620,55749,146032
tt26697087,358623,1215798
tt14571020,,1034487
tt23032692,354289,1224563
tt0297897,,155940
tt31841125,,1571260
tt36957240,,1459612
tt19358770,,1039095
tt0074360,17756,51857
tt1582248,9227,72432
tt0009878,67120,44441
tt0157122,52230,47595
tt0254325,65412,52049
tt0764283,30243,51609
tt0048484,65775,43321
tt0036591,30653,44475
tt0084716,15546,71051
tt1971508,214219,70765
tt1754392,34431,71090
tt0045122,144823,67434
tt0014141,225005,523000
tt0406709,,416386
tt0225683,42656,41268
tt0287320,105203,47856
tt0078054,24338,70349
tt1806942,180184,408860
tt0304391,61538,54045
tt0053637,170037,410340
tt0883377,104072,70852
tt0376782,79497,332893
tt0363621,45017,54502
tt0175875,35752,67687
tt0313251,,517003
tt0096920,85207,33767
tt0106447,63617,47676
tt0090779,66210,71181
tt0268221,250403,408510
tt0018859,113041,408945
tt0052364,229986,518945
tt0126907,172969,335505
tt1236194,,68048
tt0075624,179707,421810
tt0094906,329415,673830
tt1523475,,52080
tt1872084,34849,67099
tt0130850,,671332
tt0019385,145215,423731
tt0038958,83150,40824
tt0064820,211569,41943
tt0108323,151745,70042
tt0014547,,441003
tt0446347,262264,473236
tt0046793,328754,333419
tt0110440,234786,331411
tt0346648,330598,479509
tt3817988,201577,476941
tt0389934,125841,518953
tt0237004,73297,426050
tt0368567,339579,412646
tt2654536,104292,330354
tt0109921,183486,473133
tt0198953,190685,330632
tt0017766,121482,420529
tt4000768,,329790
tt0073359,127645,404969
tt0141126,,292094
tt3836294,272403,291514
tt0005959,223879,425367
tt0033779,190883,444096
tt0019329,,713139
tt2089691,203336,70040
tt3893542,48612,291878
tt5939770,355038,406561
tt3431782,152704,421580
tt6448178,44597,419619
tt3620846,43710,406625
tt0107366,163736,291307
tt6518634,51790,444191
tt4207112,17305,426410
tt6041344,163653,420681
tt4932388,13799,447335
tt9033440,,441503
tt5093994,,448436
tt6059142,49003,425530
tt5351458,13824,448847
tt4862190,285679,446825
tt4791322,39394,419446
tt4422886,22973,524785
tt1618434,28368,514999
tt0191075,241793,407978
tt6315438,18616,514464
tt6256452,18298,441583
tt0179529,,702761
tt0262356,,329315
tt11497378,187196,679791
tt18227100,344244,672973
tt6578146,,442017
tt8998768,148466,672816
tt6099284,118015,421057
tt0388342,259208,441221
tt9910530,342088,676490
tt0246603,248256,292580
tt0203737,,706522
tt1934463,,640183
tt3995436,320582,291213
tt0113968,94672,291634
tt7575902,,699376
tt0242483,221526,205456
tt0129922,65407,212374
tt0104647,5636,14603
tt0050552,113073,203562
tt0020444,221362,202956
tt0014702,47676,144613
tt0360477,88971,147494
tt0357548,88971,147494
tt0048608,229593,561487
tt0071148,,258281
tt0062978,,141955
tt0168627,144151,1013291
tt2071458,107631,138780
tt0171394,,1021033
tt0073839,206443,108574
tt0083573,,198378
tt0045473,96433,207238
tt0186650,66997,95242
tt2100402,92143,109083
tt0101537,,1399200
tt0899052,62162,132426
tt2086953,102360,142533
tt0064248,116075,198664
tt0074562,95090,96696
tt0331356,,1026540
tt2062575,36790,142487
tt0213709,33747,109420
tt0470398,36299,109434
tt0053169,217455,136449
tt0051011,52966,134773
tt0041347,204349,108981
tt0495111,,108603
tt0072238,80917,145667
tt0246277,,915978
tt3216920,90676,258722
tt0033743,115461,146476
tt0119820,132973,53106
tt0068890,207555,259721
tt0371953,210812,260393
tt1612022,210746,260017
tt14182496,,1430268
tt0026558,208549,260578
tt0380069,82861,146116
tt3009226,285103,439676
tt7547032,,919499
tt1219153,321665,143480
tt0261164,,1000477
tt0095165,,950915
tt0193819,242155,441641
tt0275497,189879,259909
tt1345451,,259885
tt0030751,,1328474
tt0303910,,447035
tt0034375,113717,256839
tt5370442,107932,438783
tt0065877,65839,143983
tt6666648,33214,449091
tt6211580,133283,443012
tt8043312,19721,507390
tt6547170,672,531593
tt4003070,16836,515224
tt8060408,27212,512732
tt7200370,13316,497626
tt7797658,18880,500723
tt2256570,285592,445715
tt8714584,95824,492715
tt3207338,,940512
tt0010779,,1395965
tt0490393,156575,256807
tt8196200,23113,512230
tt0091586,126273,259271
tt5629032,21590,438658
tt15540412,344324,999122
tt30387069,,1075941
tt13063384,340834,715370
tt19896150,346613,1083858
tt26242132,,1072711
tt21881982,347966,1074080
tt21957196,346728,1045341
tt23475178,348284,1048746
tt0765077,,441278
tt15354998,,1029968
tt3109410,,501725
tt4288856,208270,440192
tt7329222,,1075426
tt22873448,,1047151
tt27726727,370856,1040718
tt11885878,,1448487
tt32909395,,1320386
tt31411053,,1318234
tt28276128,361549,1315384
tt35684619,,1432242
tt1239265,,1304443
tt28156313,,1402250
tt31778123,374846,1442922
tt36106718,,1452455
tt37545636,368929,1468478
tt21356774,358764,1316297
tt36125423,,1448496
tt0762109,264901,366663
tt0078866,199805,280665
tt0065768,320215,371748
tt0047552,,213922
tt0309583,,370134
tt0033002,222220,213517
tt1740826,337625,270367
tt0347167,58852,271677
tt0119086,10533,26180
tt0365398,155652,211486
tt0044389,53313,182777
tt0127681,207806,317063
tt0075653,232094,271915
tt0773124,222280,214162
tt0047220,53918,277809
tt0152373,207265,319148
tt0027836,227147,316360
tt0042427,,274132
tt0045661,104749,27560
tt0077853,,273214
tt1623280,51351,304029
tt0072036,206140,260999
tt0081646,36844,261794
tt0250469,64926,27711
tt0197056,246010,302452
tt0076838,78381,275254
tt0282409,,320056
tt0374568,93149,277293
tt0995840,162888,276049
tt0246412,330153,277928
tt0083584,,303132
tt0369260,258013,302136
tt1108831,329114,276343
tt0490108,48099,212703
tt0071474,70505,211341
tt0040315,219908,182895
tt0027720,,214061
tt0411469,185295,21557
tt0246007,123717,278182
tt1318035,209057,260013
tt0039812,56011,182938
tt0038561,221983,211351
tt0126112,329496,362356
tt1408118,133926,36411
tt0184447,,275101
tt0121283,164375,215423
tt0065427,165984,277366
tt0286503,121187,302450
tt0320715,210998,261305
tt0042602,183671,303325
tt1514431,,259068
tt6915006,117688,303350
tt0029906,57864,213695
tt3681442,90428,270772
tt0441853,192580,369141
tt3040964,393,278927
tt0029731,108354,301931
tt0039177,178390,260939
tt0027863,80139,214980
tt0187482,211003,261325
tt0353187,256901,316848
tt2956394,68178,213131
tt0008158,,301832
tt3917044,56790,319633
tt3600924,119166,260028
tt2251666,111374,184183
tt3138010,275008,318960
tt3867086,58995,300568
tt14540340,,369848
tt0025415,226830,299580
tt0023606,56732,298101
tt0033270,184570,181925
tt2157099,271196,274853
tt0278821,,300306
tt3393400,149206,320447
tt0783751,,370461
tt0080873,325319,304019
tt0240035,196334,214973
tt0284521,93495,363110
tt0283514,251878,297801
tt0022692,145300,362231
tt0149393,123376,184874
tt0096410,199192,319064
tt2076799,219903,182832
tt0239051,,320694
tt2729818,78884,260176
tt0039261,65160,260833
tt0097525,233823,370431
tt0027724,325828,274556
tt0452257,206020,301750
tt0176734,86895,186133
