imdbId,tvdbId,tmdbId,tvmazeId
tt29768318,442177,238872,
tt27935737,,229930,
tt3563016,465833,238436,
tt0875778,81091,42860,12535
tt0286363,441546,24887,
tt13087512,396991,118876,53878
tt0460091,75397,2317,678
tt0072519,77792,1964,5389
tt0198126,73391,2946,8455
tt0096635,76120,5299,4915
tt0240291,405554,10462,27276
tt0101111,71869,8010,4553
tt0163446,70420,7252,79717
tt1502749,252963,21502,8574
tt0295776,287071,8090,51608
tt0337792,79054,6322,1339
tt0071016,137681,63965,
tt0410997,73075,1859,7048
tt1267314,83034,7207,9859
tt1406662,142561,18660,4730
tt0876296,80419,6663,4559
tt0133366,243961,5504,
tt0190900,267198,6755,22038
tt0098951,75283,5512,10054
tt0055674,,17934,
tt0088558,78329,14591,56584
tt0173596,305797,67388,
tt0280743,84820,9114,68497
tt0362334,,17929,
tt0187623,76574,817,10985
tt0302076,77651,6157,20745
tt0184292,293662,22313,
tt0479826,73653,5445,40089
tt0371436,279999,9520,42609
tt1403965,87071,18206,4801
tt0111923,72362,6645,58432
tt0400992,292850,9419,
tt1104746,79622,6354,
tt0138960,,14863,
tt0220561,289179,71846,
tt1330768,85055,14552,2910
tt0182582,415377,5079,
tt0181922,298076,2232,7942
tt1129399,,14359,21333
tt0078623,,9751,8031
tt0775368,,9214,
tt1094444,,8494,
tt1181712,83204,7758,23687
tt0302132,,20932,
tt7213522,,8523,
tt0247878,,2145,
tt0273370,121341,7605,38986
tt0431550,80833,9484,36298
tt0159900,,9707,57135
tt4401960,278633,74020,12119
tt0103514,79123,855,22873
tt0078676,372021,9868,68634
tt0074047,,75420,
tt0374366,72157,9870,29202
tt0055661,400726,8975,
tt0044272,292166,950,
tt0766189,81468,51719,8210
tt1188965,81770,63114,12249
tt1267060,190681,87264,
tt0370190,81352,48521,
tt3664540,262245,55470,25313
tt2735484,277234,50236,19124
tt3296782,274470,66154,19178
tt0451479,316420,217131,23943
tt2832756,277528,54864,2164
tt3502954,278039,62296,22798
tt1877010,254738,63313,1195
tt1119175,368327,15430,40948
tt0315042,,15322,
tt0147762,70402,4228,6978
tt0834550,,48083,
tt4295140,268972,62391,3252
tt0068115,344924,62294,
tt6450792,311211,66440,16139
tt5620074,302041,84580,20971
tt5672036,309058,66488,16628
tt5804954,314130,67068,19159
tt5269594,308986,66023,8400
tt5567404,310547,67533,
tt2647416,422581,57321,
tt7153034,337787,82791,25949
tt7053188,341852,76773,34577
tt6531888,327120,75074,33569
tt5894782,312515,66831,18563
tt8585862,344573,78682,48366
tt2816936,313756,73927,32171
tt6656238,341704,76719,22371
tt8178468,341323,79064,36181
tt8304728,342795,78618,
tt8235246,352529,83390,39322
tt8903210,416184,85047,
tt9278032,369025,83996,43646
tt7528122,336897,74827,39157
tt11384218,391563,96111,51870
tt1290479,287792,66553,
tt14321392,411421,154186,57744
tt0244376,,29880,
tt0108883,,76451,
tt37503759,,294130,
tt35510170,457129,279898,84533
tt3139026,273737,105142,
tt7932136,263462,57382,41102
tt1853455,352639,37652,
tt0833574,81971,4826,54368
tt0063958,77391,9939,33628
tt0955353,80649,3371,1340
tt0817233,181541,53448,52188
tt0063893,71009,983,6788
tt0480086,393320,23331,
tt0068069,77715,2527,2548
tt0220265,71991,4594,7459
tt0086787,74362,2553,1253
tt0840211,399324,2520,
tt0950721,80426,5540,1456
tt1119662,82865,22861,11745
tt1166709,80836,31306,2932
tt0297560,254083,4391,17710
tt2208885,255888,43257,7941
tt0173592,74856,4849,17681
tt2243985,255781,58263,8680
tt1173677,87421,5918,9676
tt0262994,75928,30668,20235
tt0928368,85157,15969,
tt0050066,76545,13795,28162
tt0108764,74404,13883,28566
tt0468630,,234811,
tt0077080,264325,6171,8814
tt1151012,319604,14477,
tt0986337,,15959,30367
tt0338592,70905,9897,1086
tt0397777,,6735,
tt0989768,99631,65734,
tt1307922,80892,20761,25673
tt0364810,205021,22299,48236
tt0088523,77950,1003,
tt2149382,424930,65775,
tt0078621,,21646,83221
tt0044270,71690,4862,7024
tt0974963,279012,32267,
tt0341829,,33651,
tt0809387,398390,4897,
tt1849622,250181,61329,719
tt0257313,,6165,
tt0285385,270117,21553,
tt0400009,,5098,
tt1141162,457549,6893,
tt0229923,,41809,
tt0400020,,4240,
tt0227956,144261,3403,66188
tt0078695,75080,32747,64925
tt1286955,83809,5987,34968
tt0380908,414367,43952,51135
tt7969242,425546,59079,
tt0083454,78463,611,10047
tt0317019,338793,9335,
tt1478217,180021,31260,
tt0491616,,14227,
tt0455852,,6614,
tt0120935,84323,44331,88949
tt1372578,291861,91423,
tt0272407,253585,51760,
tt1973692,256006,51078,4251
tt2510762,263431,44181,9146
tt2603596,268943,60182,349
tt0476945,274347,4353,
tt3078602,284182,61444,3418
tt3599880,278123,61772,
tt3544978,280878,60869,7875
tt1479115,,21677,
tt3089822,277306,60553,10367
tt0487835,372090,138025,
tt3543634,301239,64047,5008
tt5099020,302905,64379,7303
tt0358882,,66360,
tt0273914,310596,72032,
tt5532338,308157,66007,12988
tt5194802,307237,65811,13745
tt4715766,308765,66294,
tt5334410,305143,67210,44269
tt5203758,311881,66637,17930
tt5459168,318387,68406,22402
tt5730624,319915,68734,23098
tt6464184,323922,70195,25637
tt4473126,315475,67410,
tt5761478,319861,69541,17715
tt6742348,327209,71100,26521
tt5761152,311281,69902,
tt10815362,367139,91902,42895
tt10323338,364080,89393,42164
tt5870780,315962,67614,44700
tt7960432,316726,68253,
tt15114416,439833,131770,
tt0377262,110921,51413,
tt6313102,294596,69483,23822
tt23333088,424190,209238,63923
tt21433150,423016,207334,63369
tt22012992,424542,210098,64015
tt6415490,320987,69887,
tt6516554,325656,70818,44417
tt15655092,412525,138532,
tt0372737,,49799,
tt0081947,80442,8744,37898
tt0047718,78314,1222,8475
tt0071005,71177,2177,6972
tt0140761,,11058,
tt0364823,72105,1131,15085
tt1286755,294374,69018,44199
tt0459675,148271,13010,89297
tt0098746,78105,21499,57564
tt0157239,96211,12472,10752
tt4368588,,32460,
tt0041027,78492,11109,
tt0166035,86111,102664,36313
tt0092468,71373,11095,1765
tt0098784,76106,11158,8855
tt0062574,76472,11372,15059
tt0397210,,319152,
tt0066697,70765,10121,24026
tt0813681,361476,12950,89319
tt0320975,314949,91828,84952
tt0450920,75896,11145,6477
tt0083467,78295,11849,22271
tt0058852,75966,10894,23860
tt1267244,83452,11334,1494
tt0115090,73322,10286,57498
tt0078577,,3139,81384
tt1647109,157221,32495,3988
tt0115180,71683,6419,85477
tt1676456,,31632,
tt0799873,281669,13047,29786
tt0291614,,10489,
tt1280618,,5924,
tt0065316,,13258,
tt0092420,78151,11036,31872
tt0112110,71266,23278,25683
tt0159902,266170,21725,
tt0477240,,13160,
tt0080270,219941,21782,50666
tt1504161,151131,30861,15180
tt7209352,,6155,
tt0096703,71494,23558,
tt1503519,114031,30914,7147
tt0278183,,11009,
tt0211811,,11420,
tt0843202,,8397,
tt0320898,,11360,
tt0390759,,9648,
tt0260658,,11930,
tt0101225,,9404,18360
tt0352114,397134,11893,27902
tt1465055,117221,57079,9398
tt0929715,139901,113151,
tt2831220,281555,132570,
tt3475734,281485,61550,336
tt0321394,70506,11884,27101
tt2699110,270439,61463,127
tt4142084,287060,81233,7923
tt0185092,273272,59140,
tt3989678,303303,64388,18737
tt5164970,333313,81823,18442
tt0129718,260712,63947,
tt5095514,300486,64404,6401
tt5228026,306937,65977,12567
tt4034064,300094,63830,3016
tt3482532,301422,114496,11279
tt8694116,,219981,
tt8648696,349831,80919,37455
tt8210856,369950,83125,35691
tt9124704,371985,240857,40121
tt0893148,189061,22232,11221
tt0120999,,63195,
tt11228748,377559,93846,46631
tt9758080,369710,93690,44018
tt10449902,369349,94987,44815
tt0843239,83171,2173,15852
tt10827252,386183,108178,49300
tt10625812,392518,113828,42987
tt13214716,390992,111918,
tt15094728,396433,128351,56076
tt8540808,395904,118945,45187
tt9569528,400733,134967,54644
tt11041332,399731,117488,36672
tt13252208,371573,213107,84907
tt10939214,377263,93463,43771
tt22392908,408717,131801,92961
tt15287836,409076,132105,57056
tt8485166,,122646,42125
tt13539676,392737,113997,64119
tt14167344,412310,128217,58894
tt14975378,390049,111490,51295
tt15451730,405560,124714,64964
tt13431512,423907,216886,63737
tt26249644,430904,219700,
tt1328346,104191,29101,8821
tt33320428,448435,259015,81891
tt32012770,459885,286494,
tt39394059,,257660,
tt0426671,381234,50006,
tt38973200,471886,308913,89249
tt36460202,462356,320430,83935
tt0120948,81319,1574,21460
tt0251504,265183,27708,37691
tt0105946,70726,3137,475
tt2246569,259069,44004,3940
tt0487831,79216,2490,539
tt0094578,76616,2255,4177
tt0071059,76998,758,3675
tt0118300,72584,2327,845
tt0421299,140701,10919,
tt0193676,76321,2382,755
tt0103469,72150,10959,857
tt0101205,76095,2617,2085
tt0806910,83214,3034,6446
tt0298620,390850,48463,
tt1567254,140101,32085,4477
tt0426697,77949,443,43508
tt0081831,73650,1596,6643
tt0078579,74523,2443,1460
tt0118437,73226,3050,907
tt0115322,74257,2651,1080
tt0077034,70718,3277,56103
tt0136638,80792,16027,30064
tt0211822,325163,32505,68602
tt0211815,449756,107057,
tt0098820,74281,797,1600
tt0123349,72813,2695,7622
tt0224974,299512,16145,
tt0206511,73424,3200,2207
tt0111982,75302,15830,5443
tt0059983,76482,10846,21768
tt0084992,77210,9995,19530
tt0901176,92351,6942,16410
tt0044263,76740,1737,58257
tt0047780,,21576,75607
tt0051251,76602,14696,57531
tt0224907,294618,3105,28616
tt0048842,306619,7633,37753
tt0306273,,2049,33244
tt2301385,316292,43558,
tt0324692,85241,2564,4385
tt0108710,76907,30470,58033
tt0406402,73998,31228,16359
tt0159861,,32593,61091
tt0407380,445652,2176,72146
tt0078598,71938,32393,42896
tt1098634,71938,32393,42896
tt1168670,273822,6869,
tt1350161,82780,5449,5430
tt0335704,315446,9989,
tt1595198,,31819,
tt0048886,,21711,
tt0096659,,23467,51858
tt0106118,74994,2219,47125
tt0280260,403953,6779,23225
tt0860873,180741,20016,49191
tt0295092,,21329,
tt0835242,79500,6692,50365
tt0471048,,31290,
tt0046662,,1723,
tt1523918,,31612,
tt0201401,,1700,
tt0118515,71751,10319,
tt0411027,83127,1711,4395
tt0115425,448363,19799,
tt0155443,301753,46122,
tt0053510,74412,20018,27050
tt0192937,186581,44103,26058
tt2647544,269578,50825,42
tt0078713,77592,19141,6497
tt6858046,320378,68866,
tt0300738,,30102,
tt2166772,265579,51658,4783
tt0388245,100291,2829,
tt3391780,,225665,
tt0164301,,20132,
tt3618572,,44156,
tt7401162,330729,72682,32620
tt5951488,315308,74824,49669
tt6333104,326030,71373,25335
tt7094798,331287,73453,29567
tt0379150,,29344,
tt7598556,335869,74683,32386
tt5197860,329362,74764,32729
tt7235018,403702,196037,
tt0112139,429169,29246,
tt6879486,344465,74898,39325
tt6667634,324846,73693,25651
tt10577736,380010,103913,48362
tt12398140,377682,104022,49051
tt7293016,333271,73538,30591
tt12269748,,103097,
tt13676776,408881,210786,
tt0046636,,28701,
tt27786984,434368,226658,69303
tt20426254,420422,202290,
tt31647174,447434,249002,
tt21382958,424221,206925,63924
tt4662840,354409,84016,27375
tt0948538,80494,3184,1130
tt0905574,170801,17915,18952
tt0115320,70704,1706,681
tt1547606,129281,21771,15845
tt2636446,267719,44824,89398
tt0313033,99141,1780,4811
tt0106097,76579,13286,7767
tt0368479,72167,2171,772
tt0108709,75680,2233,7050
tt0959858,80731,1240,13595
tt1886049,,157773,
tt1705090,248269,12926,44267
tt1230187,319595,15666,89400
tt1551948,167461,32515,1856
tt1442449,129261,46296,716
tt0211855,296990,12680,17202
tt1583607,162071,32294,346
tt0229913,,30789,
tt0096732,71589,1676,14818
tt2367785,419517,126015,
tt0429378,80905,819,2684
tt0358326,289257,20875,16596
tt1361839,94831,21763,3941
tt0355070,,42315,
tt0768156,110101,2353,7064
tt0250157,71325,4468,2035
tt0098797,82073,16908,35270
tt0460688,75395,3018,11316
tt1382157,250205,16734,9067
tt2171596,164471,79245,
tt0105937,85518,19802,18287
tt0465836,104501,21098,10703
tt1503671,202211,21565,30394
tt0073969,77802,1609,26191
tt0045382,78715,13498,21868
tt2123470,253955,42214,23877
tt0295082,443149,13307,
tt0140736,339700,42268,
tt0454708,,21721,
tt0280255,,14732,
tt0088524,73327,1969,8714
tt0455255,256449,12308,76427
tt0472004,83282,14652,32480
tt0405551,,13227,
tt0358839,,16450,
tt0046616,,28667,
tt1450737,333563,1307,77161
tt2224452,260074,42910,2888
tt0856146,,11542,
tt8230598,291126,15620,
tt0239188,,14988,
tt1150772,80877,16930,15099
tt0251532,,12027,
tt0179614,,11608,
tt0062606,71818,16754,8858
tt0118250,80162,2257,28515
tt0101077,76306,2062,4831
tt0103450,73030,30950,
tt0402677,,13205,40025
tt0108867,76351,3076,12866
tt0148662,,21318,
tt0840965,79812,2125,11118
tt2264767,,44238,
tt0162833,278693,20641,
tt1024814,82655,1280,21505
tt0242949,76269,14651,1668
tt0144717,287208,156991,
tt0367358,80035,29950,12773
tt0824078,256340,76480,
tt0115119,127851,44177,
tt0134257,77274,3111,2778
tt0484517,341878,2124,
tt0077077,,20779,
tt0081868,115361,15788,36367
tt0996108,,15479,
tt0071053,71113,13515,41138
tt0140748,77959,30384,65559
tt5020080,308970,78292,12876
tt3995480,295054,76686,37679
tt1209136,84700,209914,
tt0101040,266557,29057,51049
tt7690340,343383,75439,51380
tt7608220,336941,74830,33283
tt12409154,390712,112440,51535
tt13893390,431284,120153,
tt13696452,401314,112836,59307
tt13861620,392708,114201,52190
tt16493854,399085,152471,59338
tt14833540,404698,158241,55847
tt16305162,413046,207472,
tt13018148,393269,130464,50062
tt15554596,426343,212408,67395
tt26258200,419370,156888,66448
tt22015488,428972,217271,70846
tt1397248,85441,29692,26516
tt36331918,469419,303180,
tt32810392,452853,293691,85351
tt2005939,260059,44448,54763
tt0065035,81337,6526,
tt0096733,103251,41124,65775
tt0098800,76738,1892,582
tt0086662,73200,2119,680
tt1460746,125621,18588,1229
tt0080299,78479,3781,7342
tt0182630,149011,41091,
tt0352410,71493,814,1632
tt0088531,77467,9130,33027
tt0063871,77583,3523,7746
tt0271278,331693,12861,89306
tt0940629,280242,12568,30295
tt1458521,94231,19338,11130
tt8389566,282821,6806,19320
tt0050035,70688,12512,17483
tt0460693,79290,3535,4506
tt0426667,353301,13039,24197
tt0187489,140781,8174,15102
tt1257544,83293,7971,63674
tt0083420,76379,2134,5981
tt0081930,77244,2102,1499
tt0214357,,21040,38197
tt1167346,356924,7656,
tt5908292,353485,17960,
tt0081896,71726,10516,24108
tt0412137,74549,813,5579
tt0108936,72057,10366,33069
tt0459686,248015,35429,24522
tt2990480,266701,67746,5139
tt0764146,216381,123088,
tt2327844,261395,78612,25004
tt0296299,,10910,
tt1389056,308456,64757,7142
tt0204765,73735,10951,58411
tt0217193,,16187,
tt0042098,77483,23931,
tt0415415,275678,10619,
tt0369099,84137,2011,38810
tt0357367,,16453,
tt0476041,251597,10811,
tt0480491,429768,35255,
tt0159876,76548,10029,6629
tt0983961,250013,37396,37225
tt0112087,74115,9782,65655
tt0222557,,35250,
tt0065336,74533,9464,33290
tt0075581,292660,9824,
tt0250922,404001,11018,
tt0320981,70683,10551,50025
tt0198046,,10090,
tt0046580,76493,7703,59921
tt0147763,70363,6358,
tt0320972,,6795,
tt0778576,155931,9506,
tt0271933,193761,37672,22614
tt1615325,166941,82863,
tt1114745,,32913,
tt0431503,328431,52705,
tt1112801,351377,81613,
tt0090524,148541,60671,
tt4985500,294066,80668,
tt0481260,,109852,
tt3560430,279271,63315,5211
tt3689304,291773,62085,8036
tt3487478,277964,62637,4160
tt3076938,269472,56066,9110
tt0090542,,5252,80093
tt0206474,74743,2164,
tt32019879,294607,63617,3428
tt4644530,292754,62916,13712
tt7972832,345013,76276,
tt5152136,308889,73265,43766
tt0098770,397484,113177,
tt3315918,397018,106662,
tt1808757,255530,55343,6210
tt4448862,292151,77643,
tt2414814,478357,104885,
tt12312758,,121805,
tt3495652,279712,62444,7707
tt9005060,340824,76366,
tt7899318,343252,77366,53130
tt0800290,,75005,
tt7588054,351282,82001,32669
tt7976568,347692,79583,36768
tt8038720,346572,79412,31477
tt8398600,347507,79410,36673
tt3828180,,81285,20529
tt8929906,352751,83792,45179
tt0063926,,231247,
tt15101094,400068,121913,55021
tt17296846,74277,4471,
tt9805612,402868,125481,55279
tt11686684,,54043,
tt31187621,432162,227190,74283
tt11784676,383952,105060,48776
tt15988434,446049,239505,84096
tt0195460,,81639,
tt6240094,409881,81299,38932
tt10978144,368329,92555,43432
tt39026134,,12375,
tt0043223,77463,9231,60721
tt0411011,73729,547,2045
tt3215124,263469,46002,20768
tt0280347,73572,2889,9155
tt0956036,81502,3110,13058
tt0061266,78677,4582,1754
tt1476475,174801,98215,
tt0068029,70998,8968,28032
tt0356228,434455,5281,
tt0088568,76951,10141,3619
tt0108958,78583,1605,12373
tt0898332,80680,2739,1069
tt0247104,80479,4989,14305
tt0106052,76737,4573,836
tt0096690,221701,18181,
tt1503079,259960,2754,
tt1699397,146301,45412,5638
tt0491296,79686,1784,3836
tt5969702,275710,91666,
tt0242202,,98183,
tt0319972,84929,5322,
tt0090391,75610,10025,21993
tt0098922,76887,17227,6236
tt0077101,72498,10050,16609
tt0906710,404079,9925,
tt3624584,,9348,
tt1467288,250800,80171,58740
tt2395663,263303,45839,92668
tt0420396,79914,4572,36131
tt0061232,71010,2635,49958
tt0178123,,12546,
tt0295066,282271,9709,19307
tt1625109,182551,44778,
tt0281421,,9779,
tt1054722,,5338,
tt0085007,72696,4203,8746
tt0285369,,2665,
tt0470635,312279,99077,
tt1332701,274013,16941,
tt0065306,,9948,
tt0868097,465013,49559,
tt1727829,280647,91511,
tt0137313,78228,10066,
tt0054555,,8128,74692
tt0463828,75934,942,35464
tt1276321,84925,17448,7697
tt0379095,,51097,
tt4556714,259129,52346,26383
tt5002352,277318,43092,48096
tt0086785,72326,10113,7301
tt0443403,274466,9260,74903
tt0243730,,11528,
tt0081945,102221,5275,11043
tt0080293,,16572,83763
tt0081946,201731,2772,11499
tt9586376,265442,41146,
tt0420468,,1724,
tt0289836,271072,12586,17255
tt1107291,263202,119232,
tt0298693,405732,1805,66271
tt1353946,98211,84642,
tt2147544,251721,50898,
tt2729716,267910,46441,3925
tt2657258,267889,51036,1322
tt12485776,293620,95245,
tt0312207,70924,10193,
tt0247079,71935,4202,19570
tt0108875,73257,4494,36380
tt3011234,278579,123971,6942
tt0112088,73541,26349,65659
tt0840891,421214,48262,
tt3545288,180011,43761,13039
tt0184106,190951,95025,
tt0331148,377661,101409,
tt7843852,343244,81303,35075
tt7661234,350751,90796,42823
tt7170638,346660,82901,39725
tt8151842,337476,78701,38253
tt7948998,349684,81114,31257
tt8633518,356940,80483,37648
tt8001106,364388,94659,34448
tt0297607,287987,120527,47767
tt9448006,364087,97558,42168
tt10590068,366832,92421,42779
tt9863788,365432,90239,43186
tt11149738,373549,95679,44968
tt2858812,405821,124613,71115
tt11280270,371500,96039,48338
tt0296331,,51673,
tt0423623,119351,44174,25942
tt9270752,394822,125309,47586
tt6201762,,122613,
tt7988900,341183,76373,34214
tt28076458,423331,210733,69342
tt33307369,439508,262905,75591
tt35049607,458575,285249,80858
tt34771210,457173,278178,81110
tt32063523,450686,255779,84221
tt0457265,212531,40953,
tt2292117,259138,45808,22743
tt1286039,83237,5148,207
tt0903766,244131,40599,
tt2341735,269163,49930,9348
tt0180385,146331,40747,81062
tt0904208,80349,1215,28
tt2273915,172561,32819,12795
tt5619630,251449,40333,17750
tt1806234,180831,32062,1654
tt0960136,80593,4053,861
tt0283724,84765,10042,10228
tt0978029,92161,31578,37411
tt0211828,325821,43284,88660
tt0368472,392293,8332,89088
tt1400580,95501,31172,25663
tt0096658,73170,42456,24167
tt1242149,145501,30082,
tt0920449,271140,41130,
tt1755473,305988,48513,18868
tt0144726,82098,27095,25699
tt0063967,76216,10136,
tt0435937,79021,2547,5271
tt0439351,81563,2727,4765
tt0419323,73253,4480,1983
tt0166908,230341,101017,
tt0493199,,12250,14472
tt0206508,76619,10384,21782
tt0058794,,11306,58483
tt0088493,71033,11170,30395
tt0047749,77134,3157,
tt0066690,75667,11548,14554
tt2049223,251675,117485,
tt0103362,76336,2997,16773
tt0423770,77550,5260,
tt4303750,286619,49050,23997
tt0364796,74352,10578,28534
tt0335625,80942,10357,
tt2017130,251918,43533,24022
tt0426765,75500,4737,
tt0441919,314549,4518,91324
tt0101093,77560,11603,56759
tt12574622,263739,1118,42732
tt0457240,152371,31272,6501
tt1443927,85062,8051,6184
tt1176775,345130,78313,
tt0045399,71366,30015,
tt1341970,,4903,
tt2328067,259478,43068,1385
tt0291628,77944,10116,26632
tt2169245,253696,46504,11630
tt0227936,,10351,
tt0372081,440653,18320,
tt2592102,79971,51005,
tt0179033,388726,5310,
tt0118416,74400,11164,65815
tt1312719,261354,18525,
tt0396360,,18366,
tt0881799,277734,17355,
tt0317025,,2789,
tt0055659,78368,5090,6927
tt0118327,74321,35564,9152
tt0324860,399695,7920,
tt2239168,259214,46649,30151
tt0078652,73383,1038,
tt0074022,,26790,24175
tt0130421,76996,2841,6249
tt2245386,264889,46307,5052
tt0200385,420969,5235,33362
tt5153492,,18791,
tt0896781,82499,4676,31175
tt0138275,338724,80096,
tt1086237,86741,258998,
tt1962678,,105192,
tt0983971,352818,36949,
tt1909841,439808,38875,
tt2378794,265609,53300,192
tt2515462,269584,50846,895
tt2312036,270610,56964,4338
tt3323452,,26097,
tt0335744,129931,29746,14758
tt0310413,335702,37456,44488
tt0120978,315739,25608,61073
tt6626676,334543,80626,36897
tt15340934,347641,80736,42207
tt8651972,349862,80446,37236
tt8425308,350907,81704,38249
tt8722888,361868,80986,37809
tt9496808,357824,271159,40641
tt8768670,351032,83037,83234
tt8714782,350856,81844,44254
tt7475590,382272,114165,32355
tt13188618,388937,111116,50632
tt38040862,468174,297409,
tt18280522,424817,223666,64188
tt8912246,390934,96003,
tt26823096,431454,221010,67141
tt21278506,,225283,
tt41050785,478836,315610,92171
tt1315266,227481,46343,
tt22096832,424758,135185,64108
tt21840870,425344,211104,63612
tt26607849,459155,294397,
tt6808314,318308,68230,
tt27836518,447712,252020,78415
tt0367292,349290,25020,
tt31219594,459584,246485,85543
tt4633986,293005,62357,1590
tt0421031,82049,40949,9221
tt2309828,260925,3729,19913
tt1370332,83111,6484,
tt0058842,87271,12475,14723
tt0389662,362087,15149,64374
tt10644236,469248,33016,32216
tt0098754,76878,1244,30362
tt0218744,72450,6518,30011
tt0088549,74079,12779,36355
tt0105986,72484,2625,3307
tt0066714,74530,13833,13340
tt1596356,164401,32504,987
tt0372091,80225,14358,14756
tt0364842,72838,2514,24689
tt0152923,,71642,
tt0195480,267545,68029,36549
tt0088629,267023,27596,
tt0189261,260899,6605,56395
tt0077087,75259,12246,15432
tt1146331,331209,17108,
tt0312151,319894,19515,61975
tt1475528,339041,6468,71626
tt0050069,76542,14412,14888
tt0417319,254605,22636,34892
tt0135727,75494,12863,27082
tt1137332,465494,108432,
tt0052439,375065,29305,45924
tt0156197,,10863,
tt0306276,,11034,
tt0295767,,6950,
tt0264225,77989,15249,57662
tt0115113,77721,20227,
tt0222532,,15883,
tt0485556,,6815,
tt0081839,72213,6573,44492
tt3388024,,15234,
tt0169438,77093,1949,6549
tt6273084,142371,16964,
tt0131168,78753,17005,79908
tt0098817,72196,1245,6368
tt2095924,255769,62432,6336
tt0358869,313168,16150,
tt1419888,,20411,12070
tt0137314,72042,2803,24274
tt0310481,,10914,33947
tt0441052,259141,6154,10755
tt0128883,,2393,
tt0096651,70470,3263,27028
tt0046623,70892,13568,18443
tt0450224,,11055,
tt0163474,303720,29516,41030
tt0236920,320850,15569,31879
tt0042139,72440,14722,63252
tt0991266,107501,30716,3669
tt0499408,372915,15713,36234
tt0149408,74846,6183,10354
tt0231013,78420,2319,15689
tt0805442,320154,1688,
tt1108569,80507,14548,20226
tt0281483,,1611,31886
tt0482150,83049,20690,21472
tt0138237,,103798,
tt0209757,462922,282584,
tt1686298,444120,111299,
tt0077085,247211,104234,
tt0457544,81391,14784,6015
tt3580162,277472,62778,14626
tt0960157,80655,15257,26871
tt3798374,281958,61543,8329
tt0476925,150201,6312,12054
tt0389687,,14654,
tt0287880,,7020,
tt3912208,286324,62572,
tt4543708,284066,62263,2073
tt4507442,295577,62783,2267
tt4718676,294271,70918,2278
tt5369974,301770,64129,
tt0398501,261574,22568,15807
tt5177916,301900,68754,58016
tt7287014,346972,242303,
tt5883700,314325,67351,20187
tt11018040,414765,125177,
tt12759420,385758,107011,49788
tt4205160,280749,61927,
tt9179882,386376,107530,
tt13886742,425305,122513,74282
tt0354276,,295242,
tt12708514,382339,122197,48015
tt14538210,401816,124477,54981
tt18884788,402351,124936,
tt20883058,421076,204646,62603
tt24512348,427508,219423,
tt19723614,418931,230370,72200
tt13627694,,237427,
tt1988348,,128562,
tt0830445,82591,3241,6410
tt10625688,391936,95659,
tt39320147,471747,308275,89740
tt0204768,322284,10544,
tt0337773,301859,41772,
tt2782216,260977,46553,7266
tt0464626,131641,4088,38349
tt2087571,258979,44005,235
tt0049996,77484,10990,17434
tt0108777,254964,41272,17068
tt1820359,181241,32639,75232
tt1533435,123721,31500,2323
tt0098824,178041,41254,
tt0060038,73567,3425,8972
tt0108724,75544,6467,5371
tt0048893,73114,11168,21854
tt0935098,289812,64151,
tt0080231,76799,43358,10197
tt0185789,248771,3228,
tt0460656,75836,3311,7660
tt0403783,85691,6395,4184
tt0327375,71262,4372,4208
tt0251497,76706,10160,
tt1698292,248904,42194,6885
tt0832440,125431,63601,41517
tt2980074,270150,66793,8172
tt0167609,257012,69531,56049
tt0101152,79731,70977,31751
tt0330958,71985,6733,874
tt1976802,80363,91539,25781
tt0074036,76319,2180,7039
tt2393017,235011,41543,
tt0251515,78732,9987,9684
tt0050007,72508,21509,
tt0815057,256563,3286,8767
tt1660472,,9076,
tt0088473,70676,10432,65631
tt1239472,82297,7409,1459
tt4650130,73464,6763,36497
tt0252127,72564,10565,12462
tt0421305,74837,9132,33008
tt1657563,163751,32612,3967
tt0284961,73008,10172,58410
tt8080292,369568,94235,39428
tt1396946,94531,21226,
tt1188567,,7045,
tt2255102,,323954,
tt0281442,82215,20545,11031
tt0166048,324057,11087,29313
tt0055688,75664,99709,50537
tt1634324,142361,31927,
tt3341972,,7833,
tt1588221,172361,32539,2343
tt0350452,458993,31593,
tt0934765,362571,1210,
tt0435992,,1186,
tt0046647,78108,21560,16191
tt0284085,76680,9997,8844
tt0125602,76214,10448,27190
tt0271918,411381,12493,
tt0125638,,12818,
tt0312253,298247,4152,89455
tt3331908,275894,75883,
tt2542954,282447,62310,52779
tt4127474,288512,74724,39972
tt3410350,281256,62817,1794
tt4338234,289448,63030,32625
tt4711184,299779,64264,3115
tt5189944,302686,64320,8634
tt4192812,301057,62505,3371
tt5603140,330606,74731,32611
tt9014802,327662,70028,24834
tt6819032,,114912,
tt6170874,325517,70513,22188
tt6916746,330132,76874,26947
tt6329316,325304,71112,19661
tt7538212,337518,110903,
tt6108262,336872,74647,39244
tt8883700,353285,82549,59370
tt7420880,340793,79102,37111
tt2304589,368122,87784,38801
tt9077530,371972,88324,38893
tt9894162,361633,87980,41425
tt10023178,368955,93660,41440
tt10132918,370778,92803,47561
tt11273012,381273,103135,47633
tt5594440,319556,76458,22247
tt9204142,354878,99565,46606
tt10656162,371226,104514,
tt11129816,378833,101149,44588
tt0278236,,41400,
tt14223310,397917,121695,54048
tt8783862,357018,84969,54422
tt13833756,393036,114624,
tt13938682,,128482,57264
tt0344702,377268,102175,
tt26351388,424553,204589,64165
tt5786876,,87269,78161
tt1397258,126541,29585,36077
